X.1..oecf4_20220506_KO_1G4_DIA_r1.raw.PG.Quantity	X.2..oecf4_20220506_KO_1G4_DIA_r3.raw.PG.Quantity	X.3..oecf4_20220506_KO_1G4_DIA_r4.raw.PG.Quantity	X.4..oecf4_20220506_KO_1G4_DIA_r4_20220508144015.raw.PG.Quantity	X.5..oecf4_20220506_KO_3G4_DIA_r1.raw.PG.Quantity	X.6..oecf4_20220506_KO_3G4_DIA_r3.raw.PG.Quantity	X.7..oecf4_20220506_KO_3G4_DIA_r4.raw.PG.Quantity	X.8..oecf4_20220506_KO_3G4_DIA_r5.raw.PG.Quantity	X.9..oecf4_20220506_LTED_DIA_r1.raw.PG.Quantity	X.10..oecf4_20220506_LTED_DIA_r3.raw.PG.Quantity	X.11..oecf4_20220506_LTED_DIA_r3_20220508005236.raw.PG.Quantity	X.12..oecf4_20220506_LTED_DIA_r4.raw.PG.Quantity	X.13..oecf4_20220506_WT_DIA_r1.raw.PG.Quantity	X.14..oecf4_20220506_WT_DIA_r2.raw.PG.Quantity	X.15..oecf4_20220506_WT_DIA_r3.raw.PG.Quantity	C: Student's T-test Significant KO_1G4_LTED	C: Student's T-test significant	N: -Log Student's T-test p-value KO_1G4_LTED	N: Student's T-test q-value KO_1G4_LTED	N: Student's T-test Difference KO_1G4_LTED	N: Student's T-test Test statistic KO_1G4_LTED	T: PG.ProteinGroups	T: PG.Genes	T: PG.ProteinDescriptions
18.3502	18.6007	18.4817	18.4597	18.2677	18.1137	18.2808	18.4965	19.1222	19.045	19.0898	19.106	18.7146	18.6098	18.6002	+	KO_1G4_LTED	4.57289	0.000206349	-0.617624	-11.4423	B4E1G1;Q9BUN8	DERL1	Derlin;Derlin-1
11.2369	11.4517	10.6185	8.7622	9.95772	10.7418	10.2586	10.6327	10.0354	9.44677	9.43774	9.73592	9.98033	10.5545	10.3192			0.652398	0.167077	0.85335	1.36023	B4E1Q4;O14730	RIOK3	Serine/threonine-protein kinase RIO3
NaN	13.5965	14.2489	13.8535	14.3492	12.7844	13.1909	12.0504	13.5833	13.8684	12.2667	13.9141	13.473	12.8231	12.6892			0.446719	0.291373	0.491483	1.01309	B4E1Z4;E7ETN3;H7C5H1;P00751	;;CFB;CFB	cDNA FLJ55673
15.6907	15.724	15.6755	15.7588	15.7343	15.7412	15.6787	15.6482	15.3291	15.2983	15.2238	15.2877	14.7319	14.8898	14.8639	+	KO_1G4_LTED	5.22515	0	0.427562	14.812	B4E2Q0;H0Y9V7;P98194	ATP2C1	Calcium-transporting ATPase;Calcium-transporting ATPase type 2C member 1 (Fragment);Calcium-transporting ATPase type 2C member 1
13.8456	13.8595	13.7278	13.2165	13.6398	13.1667	12.6895	13.2715	13.649	14.0474	13.9743	13.7164	13.5063	13.7069	13.1896			0.462547	0.279903	-0.184429	-1.02544	B4E321	OS9	Protein OS-9
11.3868	10.9472	10.6364	NaN	11.2406	9.99544	NaN	NaN	10.6621	NaN	10.2238	NaN	12.6456	12.306	12.6579			NaN	1	0	NaN	B4E3L3;G3V1N5	USP28	Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase 28
NaN	15.0441	15.1909	15.1904	15.3837	14.9824	14.9346	14.7281	14.848	15.2255	15.194	14.9601	15.1599	14.9843	15.481			0.304784	0.434024	0.0849004	0.73437	B4E3T4;Q93062	RBPMS	HCG2043421
NaN	NaN	12.4041	NaN	11.9775	NaN	NaN	NaN	17.9028	NaN	12.6104	NaN	NaN	NaN	14.7052			NaN	1	0	NaN	B5MBW9;Q8WYQ3	CHCHD10	Coiled-coil-helix-coiled-coil-helix domain-containing protein 10
14.3756	14.5193	14.3681	13.9897	14.156	14.6537	13.6014	14.7411	15.667	14.9526	14.6647	15.108	15.5181	14.9716	15.5685	+	KO_1G4_LTED	1.77456	0.0112385	-0.784877	-3.28083	B5MBX0;Q96FF9	CDCA5	Sororin
12.5882	12.7299	12.6156	12.0177	12.5401	12.202	12.2047	12.675	13.1911	13.1137	12.8551	12.9692	12.8631	13.2452	13.2192	+	KO_1G4_LTED	1.66826	0.0142919	-0.544433	-3.08717	B5MC16;B5MC79;Q7Z624	CAMKMT	Calmodulin-lysine N-methyltransferase
NaN	NaN	NaN	14.2654	14.6615	14.4846	14.5992	14.4435	14.4938	14.3226	14.6615	14.3049	13.6659	14.2186	14.58			NaN	1	0	NaN	B5MC53;B5MCF8;P39210	MPV17	MpV17 transgene
18.4423	18.4472	18.4774	18.5599	18.1571	18.1818	18.1511	18.1778	18.5451	18.6354	18.7943	18.7958	19.1856	19.5081	18.9745	+	KO_1G4_LTED	1.68563	0.0136664	-0.210916	-3.11852	B5MCA4;P16422	EPCAM	Epithelial cell adhesion molecule
14.6918	12.9363	14.6638	14.0586	14.4513	12.1295	12.9558	14.6477	13.9611	13.9831	14.4508	14.7153	12.4559	12.7823	12.4158			0.162551	0.63838	-0.189942	-0.421925	B5MCB4	MECP2	Methyl-CpG-binding protein 2
15.6111	15.7091	15.677	15.0339	16.0778	15.7539	15.2907	15.628	15.8964	15.7712	15.7623	15.7025	15.4561	15.4115	15.6074			0.838748	0.101979	-0.275364	-1.67497	B5MCD7;O43759	SYNGR1	Synaptogyrin-1
16.7243	16.7599	16.4134	16.6483	16.7039	16.6895	16.6422	16.6374	17.2892	17.2661	17.1127	17.0309	17.4252	16.6863	17.2546	+	KO_1G4_LTED	2.78233	0.001968	-0.538235	-5.40843	B5MCF9;O00541	PES1	Pescadillo homolog
18.5272	18.4003	18.5904	18.7842	18.3434	18.2324	18.1108	18.2624	18.4283	18.4628	18.3697	18.3751	18.319	18.1431	18.2993			1.0374	0.0631532	0.16656	2.00531	B5MCQ4;Q9BY27	DGCR6L	Protein DGCR6L
NaN	NaN	13.8877	13.608	13.8437	13.8867	13.9756	13.7277	13.9926	13.7599	13.5179	13.7252	13.5633	13.6888	13.6157			NaN	1	0	NaN	B5MCR8;Q6NXT4	SLC30A6	Solute carrier family 30 (Zinc transporter)
13.1767	12.7244	13.0741	12.065	13.1569	12.986	12.7209	13.3031	12.9418	12.7812	12.389	12.1208	13.267	13.2242	13.4094			0.265593	0.482012	0.201841	0.64546	B5MCT9;E7EPP7;Q6ZWJ1	STXBP4	Syntaxin-binding protein 4
15.0393	15.2602	15.2139	14.81	15.2784	15.3606	14.9646	15.3805	15.3616	15.4102	15.2566	15.2632	15.9294	15.541	15.8531	+	KO_1G4_LTED	1.16926	0.0452255	-0.242035	-2.22507	B5MCW3	BRD8	Bromodomain-containing protein 8
15.0576	14.9619	14.9591	14.34	14.7496	14.6186	14.7691	14.7577	15.2473	15.1321	15.11	15.1701	14.508	14.6326	14.4643			1.03449	0.0635955	-0.335216	-2.00047	B5MDE0;Q96AA3	RFT1	Protein RFT1 homolog
13.6417	13.9041	13.6024	13.3372	13.6734	13.6623	13.4895	13.5308	13.5694	13.5372	13.0499	13.3635	NaN	10.1562	11.3468			0.706521	0.144076	0.241361	1.45258	B5MDL5;P53778	MAPK12	Mitogen-activated protein kinase;Mitogen-activated protein kinase 12
15.2015	14.9992	14.8165	15.0764	15.2384	14.9487	14.9238	14.9835	14.6177	14.2249	14.2191	13.9752	15.165	15.3075	15.1936	+	KO_1G4_LTED	2.57415	0.0028046	0.764163	4.91658	B5MDU6;Q9H6V9	LDAH	Lipid droplet-associated hydrolase
NaN	14.113	14.3623	14.2844	14.3101	14.9515	15.138	14.8655	15.0756	15.0845	14.78	14.9133	14.9757	11.5	11.2417	+	KO_1G4_LTED	2.95391	0.00115113	-0.710131	-6.71145	B5ME97;E7EW69;Q9P0V9	SEPTIN10	Septin 10
NaN	16.148	16.0415	16.0473	16.1088	16.2938	16.3862	16.359	16.2265	16.2667	16.1449	16.1618	16.1604	15.7623	15.8371	+	KO_1G4_LTED	1.38512	0.026969	-0.121036	-2.73166	B7WPE2;Q32P44	EML3	Echinoderm microtubule associated protein like 3
16.5196	16.492	16.4864	16.4914	16.3898	16.3892	16.3559	16.3711	16.3343	16.303	16.3059	16.2737	16.3392	16.0869	16.1618	+	KO_1G4_LTED	4.9579	0	0.193107	13.3318	B7WPG3;C9IYN3;Q8WVV9;V9GYK2	HNRNPLL	Heterogeneous nuclear ribonucleoprotein L-like
12.9317	12.8981	12.9215	13.1813	13.2599	13.3719	13.4511	13.1848	12.862	12.9204	12.9884	12.878	12.9094	12.9866	12.7324			0.439365	0.298098	0.0709295	0.982912	B7WPL9;F8W9A8;Q6PFW1	PPIP5K1	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase;Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase;Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1
15.0933	15.0489	15.1883	15.2502	15.5115	15.5256	15.5905	15.5473	15.6238	14.9782	14.7959	14.9803	15.7424	15.7629	15.6751			0.0990824	0.761708	0.0506108	0.27027	B7Z2R7	ACBD5	Acyl-CoA-binding domain-containing protein 5
NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.14591	NaN	7.08467	7.64187	6.83783	NaN	7.93883	8.5494			NaN	1	0	NaN	B7Z4L1;B7Z4U3;C9JU30;E7ENZ9;E7EPD9;E7EPW5;E9PCV1;G3XAH9;H7BXS2;Q9NRC1	ST7	Suppression of tumorigenicity 7
18.1416	17.9203	17.9888	17.679	17.92	17.4074	17.2606	17.6139	17.765	17.784	17.7027	17.6558	17.4825	17.822	17.6362			1.05907	0.0596819	0.20552	2.04134	B7Z4M1	RTN3	Reticulon
14.0511	14.2169	14.4404	13.4749	12.7889	12.5985	12.752	12.7207	12.8042	12.967	13.2754	13.6329	12.4867	12.4061	12.1282	+	KO_1G4_LTED	1.71863	0.0126231	0.875916	3.17838	B7Z589;P48067	SLC6A9	Sodium- and chloride-dependent glycine transporter 1
NaN	13.5871	14.8828	14.1403	13.959	13.8444	13.5276	13.5045	13.6656	13.9331	13.5566	13.8785	13.6616	12.9098	13.0922			0.625695	0.180092	0.444959	1.34383	B7Z596;F5H7S3;H0YKX5;H7BYY1	TPM1	Tropomyosin alpha-1 chain;Tropomyosin alpha-1 chain;Tropomyosin alpha-1 chain (Fragment);Tropomyosin 1 (Alpha)
16.4008	16.4834	16.3905	16.1677	16.2639	16.4217	15.9984	16.2708	16.4579	16.3842	16.6076	16.5448	16.5248	16.7551	16.4401			0.826022	0.105234	-0.137979	-1.65371	B7Z645	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q
17.413	17.7346	17.3622	17.3251	17.6204	17.8161	17.5584	17.6986	17.7888	17.8285	17.7703	17.7892	18.5385	18.0696	18.4702	+	KO_1G4_LTED	1.91798	0.0085046	-0.335463	-3.54955	B7Z6D5;Q96GQ7	DDX27	Probable ATP-dependent RNA helicase DDX27
12.8498	12.8016	12.5986	12.3348	12.5783	12.6848	12.1631	12.6538	13.1733	12.9903	13.0228	13.0621	13.5769	13.6223	13.7659	+	KO_1G4_LTED	1.81692	0.0103118	-0.415889	-3.35927	B7Z6Q0;Q12980	NPRL3	GATOR complex protein NPRL3
16.5914	16.5235	16.5927	16.2591	16.455	16.486	16.3305	16.4949	16.4237	15.7959	15.8333	15.8832	16.0959	16.3158	16.2313	+	KO_1G4_LTED	1.63634	0.0151803	0.507638	3.02985	B7Z7F3	RANBP3	Ran-binding protein 3
NaN	NaN	NaN	NaN	13.2176	13.579	NaN	13.5105	11.775	12.4876	10.6091	10.2893	10.8067	NaN	NaN			NaN	1	0	NaN	B7Z896;F5H3M2;H3BTL6;H3BUC0;Q9BVG8	KIFC3	Kinesin-like protein;Kinesin-like protein;Kinesin-like protein (Fragment);Kinesin-like protein KIFC3 (Fragment);Kinesin-like protein KIFC3
15.3785	15.4574	15.6298	15.3684	15.0184	14.604	13.9146	14.4731	14.0691	14.7648	14.7776	14.7044	13.8409	13.8643	14.2422	+	KO_1G4_LTED	2.54777	0.00290013	0.879531	4.8565	B7Z8K7;H7C4P1;P42331	ARHGAP25	Rho GTPase-activating protein 25;Rho GTPase-activating protein 25 (Fragment);Rho GTPase-activating protein 25
12.7747	12.3839	12.2183	12.6656	12.702	12.4992	NaN	12.8179	13.3903	12.8939	13.4702	13.261	12.8003	12.9559	12.0133	+	KO_1G4_LTED	2.20699	0.00521417	-0.743235	-4.12107	B7ZAA0;P54277	PMS1	PMS1 protein homolog 1
16.5568	16.5888	16.4996	16.7202	16.3641	16.265	16.4145	16.351	16.5604	16.4399	16.4575	16.3656	16.0929	15.8461	15.8122	+	KO_1G4_LTED	1.15336	0.0469576	0.135496	2.19848	B7ZAQ6;P0CG08	GPR89A;GPR89B	Golgi pH regulator A;Golgi pH regulator B
13.6491	13.4491	13.3756	13.3146	13.7013	13.1371	13.3585	13.5518	13.6723	13.3341	13.4167	13.3528	13.531	13.5003	13.2493			0.00993396	0.974143	0.0031538	0.029548	B7ZBM3;Q8IVH2	FOXP4	Forkhead box protein P4
17.014	17.0954	17.1079	17.2467	16.9749	17.0769	17.0244	16.8999	16.9361	16.6174	16.5788	16.6167	16.1475	16.4487	16.3279	+	KO_1G4_LTED	2.36233	0.00386239	0.428724	4.44728	B7ZC38;Q9NR46	SH3GLB2	Endophilin-B2
15.6735	16.2568	15.7529	16.588	15.0709	15.7011	14.4935	16.1871	15.891	15.0256	16.1428	15.6325	14.9091	14.5033	15.6079			0.573343	0.207161	0.394813	1.22326	B7ZKJ8;Q14624	ITIH4	ITIH4 protein;Inter-alpha-trypsin inhibitor heavy chain H4
16.2271	16.6058	16.2948	15.931	17.0287	16.8759	17.0402	17.0391	15.7682	15.8465	15.87	15.948	17.1206	17.1463	16.9052	+	KO_1G4_LTED	1.52711	0.0193278	0.406504	2.83635	B7ZKQ9	SCARB1	SCARB1 protein
17.9652	17.9278	18.1569	17.9469	17.7688	17.7563	17.8106	18.0205	18.2849	18.4327	18.2311	18.548	17.9984	18.1808	18.1672	+	KO_1G4_LTED	2.24196	0.00484222	-0.374941	-4.19326	B7ZLQ5;P28370	SMARCA1	Probable global transcription activator SNF2L1
14.0819	14.1138	14.0364	13.8235	14.343	14.1363	14.2424	14.3094	13.7046	13.6743	13.5225	13.3987	13.0093	13.5437	13.19	+	KO_1G4_LTED	2.40786	0.00355529	0.438847	4.54568	B8ZZ31;E7ERP4;Q9BRB3	PIGQ	Phosphatidylinositol N-acetylglucosaminyltransferase subunit Q
12.6222	11.3017	11.627	12.2773	13.95	13.6102	13.5414	13.6154	9.74099	NaN	10.3046	10.8121	10.4966	NaN	11.0136	+	KO_1G4_LTED	1.89869	0.00892907	1.67112	3.80009	B8ZZ73;B8ZZW4;B9A040;C9J686;C9JQ36;C9JWB2;F8WF92;H7BZM5;P14778	IL1R1	Interleukin-1 receptor type 1;Interleukin-1 receptor type 1;Interleukin-1 receptor type 1;Interleukin-1 receptor type 1 (Fragment);Interleukin-1 receptor type 1 (Fragment);Interleukin-1 receptor type 1 (Fragment);Interleukin-1 receptor type 1;Interleukin-1 receptor type 1 (Fragment);Interleukin-1 receptor type 1
16.8721	17.4432	17.1542	15.9364	16.0893	15.8372	15.8993	16.3994	16.9699	16.45	17.1231	17.0986	18.3719	17.9352	17.8118			0.0573687	0.853182	-0.0588801	-0.162487	B8ZZ87;Q6NZ67	MZT2B	Mitotic-spindle organizing protein 2B
13.6037	13.1066	13.5651	13.2973	13.2916	13.6695	13.542	10.2451	12.2705	12.4266	12.4904	11.7199	10.911	12.432	11.7777	+	KO_1G4_LTED	2.83261	0.00159536	1.16633	5.53214	B8ZZB7;F8VYB8;H0YEJ0;Q8N8I0	SAMD12	Sterile alpha motif domain-containing protein 12
NaN	14.2351	14.5176	14.4154	14.3432	14.383	14.4352	14.4224	14.445	14.3988	14.3224	14.2108	14.0812	15.515	15.6942			0.191132	0.58975	0.0451336	0.491368	B8ZZC5	GLS	Glutaminase kidney isoform
10.9971	11.4531	11.1927	10.7326	12.0699	11.6505	11.3103	11.0278	12.493	12.3756	12.478	12.3211	10.973	10.3281	10.6897	+	KO_1G4_LTED	3.80401	0.000307692	-1.32307	-8.381	B8ZZD4;Q86VP1	TAX1BP1	Tax1-binding protein 1
12.0152	11.7685	11.6996	11.2406	12.0187	11.972	11.5453	11.9908	11.6335	11.6816	11.7788	11.4573	11.3562	11.1833	10.7347			0.0896401	0.780342	0.0431736	0.24651	B8ZZI5;B8ZZN3;O75716	STK16	Serine/threonine-protein kinase 16
16.7614	15.424	16.1825	16.8099	17.8766	18.2752	18.118	17.8125	16.4946	16.6393	16.3359	15.79	15.403	16.0566	15.7374			0.0186551	0.952881	-0.0204871	-0.0549603	B8ZZI7;Q6ZRH7;X1WI24	CATSPERG	Cation channel sperm-associated protein subunit gamma;Cation channel sperm-associated protein subunit gamma;Cation channel sperm-associated protein subunit gamma (Fragment)
15.2699	15.305	15.1677	15.1485	15.0838	15.0305	14.8888	15.0682	15.194	15.1981	15.1506	15.1751	15.3112	15.6019	15.3719			0.498309	0.254287	0.0433209	1.0902	B8ZZN6;P63165	SUMO1	Small ubiquitin-related modifier 1
16.7984	18.0903	16.9876	16.1667	16.8061	16.8672	15.8924	18.4775	17.2939	16.7138	16.808	16.7273	16.7331	17.8965	16.589			0.109193	0.738636	0.125031	0.295336	B8ZZQ6;P06454	PTMA	Prothymosin alpha
NaN	NaN	NaN	NaN	NaN	NaN	12.6864	12.4936	11.8349	NaN	11.6729	10.9886	11.8491	NaN	11.2285			NaN	1	0	NaN	B8ZZV9;B8ZZX2;H0YHF1;Q96MF6;Q9H8M1	COQ10B;COQ10B;COQ10A;COQ10A;COQ10B	Coenzyme Q-binding protein COQ10 homolog B
15.1924	15.0859	15.0318	15.0289	15.2647	15.2212	15.1478	15.2355	14.9138	15.0348	15.1463	14.9517	14.2543	14.8188	14.7325			0.526223	0.235919	0.0731182	1.14011	B8ZZX6;Q658P3	STEAP3	Metalloreductase STEAP3
16.541	15.935	16.4105	15.8653	15.3983	16.1094	16.0959	16.0348	16.7951	14.7471	13.8913	14.2277	15.4758	16.1363	15.7872			0.96959	0.0744443	1.27263	1.89268	B8ZZY2;P52594	AGFG1	Arf-GAP domain and FG repeat-containing protein 1
14.8503	14.7758	14.6925	14.8309	15.3115	15.0873	15.2324	15.1573	13.365	13.3374	13.4667	13.3619	13.8582	14.0968	13.5279	+	KO_1G4_LTED	7.11465	0	1.40463	30.865	B8ZZZ1;F8W8K9;G5E966;Q96PC3	AP1S3	AP complex subunit sigma;AP-1 complex subunit sigma-3;AP-1 complex subunit sigma-3;AP-1 complex subunit sigma-3
13.63	13.3117	13.6082	13.6455	13.7444	13.8007	13.9098	13.948	12.907	13.1119	11.6648	12.5821	12.9393	12.9524	12.8658	+	KO_1G4_LTED	1.60954	0.0159233	0.982396	2.98201	B9A057;Q86WW8	COA5	Cytochrome c oxidase assembly factor 5
15.7303	15.7237	15.6719	15.5286	15.6207	15.5658	15.3049	15.6682	15.5948	15.5912	15.4937	15.5911	15.8411	15.8923	15.8332			0.920534	0.0839345	0.095933	1.81118	B9EGA3;J3KMX2;Q92925	SMARCD2	SMARCD2 protein;SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2;SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2
16.4109	16.3814	16.5193	16.4574	16.3328	16.3999	16.4831	16.2687	16.2743	16.2903	16.2954	16.2713	16.4241	16.403	16.4129	+	KO_1G4_LTED	2.69627	0.00226022	0.159432	5.2012	C4AMC7;Q6VEQ5	WASH3P;WASH2P	Putative WAS protein family homolog 3;WAS protein family homolog 2
13.7788	13.6483	13.6012	13.2862	13.8359	13.6274	13.5598	14.0105	14.0533	13.9672	13.9529	14.0063	14.1279	14.2986	14.1609	+	KO_1G4_LTED	2.09531	0.0065433	-0.41628	-3.89507	C9IYN7;C9J2D6;C9J9N8;C9JA82;C9JEX8;C9JLH5;Q0PNE2	ELP6	Elongator complex protein 6;Elongator complex protein 6 (Fragment);Elongator complex protein 6 (Fragment);Elongator complex protein 6 (Fragment);Elongator complex protein 6 (Fragment);Elongator complex protein 6 (Fragment);Elongator complex protein 6
11.9395	12.3581	11.5794	8.63112	10.965	10.9542	10.2471	11.2008	11.3121	11.1499	11.5118	11.1859	11.778	11.8079	11.7715			0.0682714	0.826897	-0.162868	-0.19139	C9IYZ1;Q9NWL6	ASNSD1	Asparagine synthetase domain-containing protein 1 (Fragment);Asparagine synthetase domain-containing protein 1
10.9917	10.5466	11.0274	9.48091	11.604	11.8249	10.7612	11.6564	11.2035	9.15156	10.1041	9.45988	12.4676	11.5024	10.7048			0.40443	0.328199	0.531886	0.91791	C9J038;C9JR84;Q9GZV5	WWTR1	WW domain-containing transcription regulator protein 1 (Fragment);WW domain-containing transcription regulator protein 1 (Fragment);WW domain-containing transcription regulator protein 1
14.9812	14.8689	14.8552	14.7834	14.5027	14.4063	14.5751	14.7067	15.0776	14.8512	14.955	15.0415	15.4326	15.4567	15.4741			0.842791	0.101126	-0.109158	-1.68172	C9J0I9;Q86WB0	ZC3HC1	Nuclear-interacting partner of ALK
12.8705	12.9197	13.2486	12.5702	12.9875	13.1587	12.7859	13.0176	14.2544	14.6175	14.6328	14.5694	12.2917	11.4541	12.016	+	KO_1G4_LTED	4.18603	0.000296296	-1.61626	-9.79539	C9J0J0;Q96EE4	CCDC126	Coiled-coil domain-containing protein 126 (Fragment);Coiled-coil domain-containing protein 126
19.4789	19.1761	19.1826	19.2635	19.6884	19.7313	19.7269	19.5454	18.7756	19.0679	19.1418	19.0583	17.9578	18.1429	18.1049	+	KO_1G4_LTED	1.31182	0.0316643	0.264378	2.46522	C9J0J7;G5E9Q6	PFN2	Profilin
16.9296	16.3013	16.7742	16.2792	16.1977	16.0634	16.3158	15.7283	15.6786	16.1578	16.2859	16.2772	15.9379	16.7123	16.1			1.12631	0.050047	0.471203	2.15332	C9J0K6;P30626	SRI	Sorcin
14.6074	14.6639	14.7521	14.3348	14.2703	14.2531	14.0511	14.2869	13.6228	13.1961	13.3662	13.435	14.7266	14.9089	14.9851	+	KO_1G4_LTED	4.08394	0.000273171	1.18456	9.39817	C9J0Q5;C9JE98;Q9Y618	NCOR2	Nuclear receptor corepressor 2
12.1777	12.5123	12.3043	12.1572	12.1928	12.0827	12.2504	12.1664	11.9855	11.7324	11.7875	12.0508	11.6714	12.105	11.7937	+	KO_1G4_LTED	1.92615	0.00843386	0.398821	3.56512	C9J266;Q5XPI4	RNF123	E3 ubiquitin-protein ligase RNF123
17.267	17.2808	16.9404	16.8822	17.3131	17.3587	17.201	17.1144	17.1749	16.8756	17.0672	17.0961	16.3536	16.8374	16.6948			0.118542	0.720041	0.0391531	0.318184	C9J2P0;P51965	UBE2E1	Ubiquitin-conjugating enzyme E2 E1 (Fragment);Ubiquitin-conjugating enzyme E2 E1
16.0927	16.7272	16.0948	16.0311	15.805	16.7183	15.8956	15.9182	16.2296	16.7979	16.0991	16.1117	16.989	16.3935	17.0262			0.116699	0.723615	-0.0731244	-0.313704	C9J2Y9;P30876	POLR2B	DNA-directed RNA polymerase subunit beta;DNA-directed RNA polymerase II subunit RPB2
10.9774	NaN	NaN	9.76956	9.40971	NaN	8.65594	NaN	NaN	10.7743	9.96485	NaN	10.7464	10.5211	NaN			NaN	1	0	NaN	C9J3D7;Q9UKG9	CROT	Peroxisomal carnitine O-octanoyltransferase
NaN	NaN	NaN	13.3381	13.3257	13.2028	12.7098	12.8827	13.0304	12.1186	12.7199	12.8144	13.0402	12.6402	12.8329			NaN	1	0	NaN	C9J3R8;E7ETS9;O60513	B4GALT4	Beta-1
16.1602	16.578	16.296	16.2451	15.6651	15.4058	15.2394	16.1217	16.3559	15.9007	15.4037	15.9625	16.5674	15.7495	16.3852			0.988274	0.0709761	0.414173	1.92371	C9J406	IMMT	MICOS complex subunit MIC60
15.4775	15.5371	15.5869	15.8162	15.2709	15.4091	15.5134	15.3921	15.4223	15.5356	15.4964	15.5131	15.4098	15.2605	15.4513			0.700961	0.146343	0.112561	1.44314	C9J494;Q9H000	MKRN2	Probable E3 ubiquitin-protein ligase makorin-2
18.1252	18.3579	18.173	18.4472	18.0944	18.2654	18.348	18.0604	18.3711	18.5019	18.3219	18.2573	18.6192	18.245	18.7167			0.420492	0.314061	-0.0872283	-0.947939	C9J4Z3;P61513	RPL37A	60S ribosomal protein L37a
14.8496	14.952	14.961	15.0759	14.0892	14.3424	14.4244	14.3176	14.4858	14.661	14.4669	14.3734	14.7727	14.524	14.9407	+	KO_1G4_LTED	3.05672	0.00102161	0.46287	6.10878	C9J5H8	NCDN	Neurochondrin (Fragment)
13.9916	14.2435	13.9578	13.6178	14.3422	14.195	14.0104	14.342	14.3459	14.2986	14.2334	14.3654	14.089	13.8001	14.0947	+	KO_1G4_LTED	1.45808	0.0229752	-0.358134	-2.71601	C9J5J4;H0Y322;H7C4T7;Q5TKA1	LIN9	Protein lin-9 homolog;Protein lin-9 homolog (Fragment);Protein lin-9 homolog (Fragment);Protein lin-9 homolog
15.7306	15.4578	15.6367	15.5394	15.4501	15.344	15.3621	15.3334	15.5491	15.5555	15.7307	15.6576	15.6679	15.5479	15.5739			0.169043	0.627559	-0.0320861	-0.436747	C9J5N1;Q9BTE6	PTGES3L-AARSD1;AARSD1	PTGES3L-AARSD1 readthrough;Alanyl-tRNA editing protein Aarsd1
15.3692	15.2517	15.2385	15.0031	14.7506	14.554	14.7779	14.627	14.4067	14.5728	14.6501	14.1457	14.9239	14.9339	14.9969	+	KO_1G4_LTED	2.89952	0.00146026	0.771827	5.69992	C9J5W6;Q9UI15	TAGLN3	Transgelin;Transgelin-3
15.2234	15.1961	15.354	14.6298	13.8178	13.701	13.4362	13.8059	13.4841	14.0397	14.4659	14.475	15.1286	15.4451	15.2603	+	KO_1G4_LTED	1.87577	0.00931351	0.984642	3.46952	C9J5X1;P08069	IGF1R	Tyrosine-protein kinase receptor;Insulin-like growth factor 1 receptor
13.3959	13.1103	13.3823	12.478	13.9839	13.9383	13.7423	13.7965	13.5418	13.4207	13.6913	13.5797	12.6794	12.5968	12.6217			1.09584	0.0540383	-0.466748	-2.10253	C9J695;C9JDT9;Q6ICL3	TANGO2	Transport and Golgi organization protein 2 homolog (Fragment);Transport and Golgi organization protein 2 homolog;Transport and Golgi organization protein 2 homolog
14.5386	14.5304	14.7964	14.6403	14.2841	14.2634	14.5132	14.0468	14.8706	14.909	14.8077	14.8943	14.6188	14.5952	14.5617	+	KO_1G4_LTED	1.99912	0.00759813	-0.24395	-3.70571	C9J6P4	ZC3HAV1	Zinc finger CCCH-type antiviral protein 1
13.41	13.2725	13.4247	13.413	13.1739	13.2393	13.2728	12.7419	13.6208	13.0348	13.0505	13.0465	13.6414	13.7847	13.5768			0.612103	0.187009	0.191893	1.29077	C9J6Y3;C9JKR6;F8W9I8;G3XAC1;Q9BXS9	SLC26A6	Solute carrier family 26 member 6 (Fragment);Solute carrier family 26 member 6 (Fragment);Solute carrier family 26 member 6;Solute carrier family 26 member 6;Solute carrier family 26 member 6
20.1244	20.0539	20.0863	20.378	19.7585	20.1174	19.7837	19.8166	20.3627	20.4684	20.309	20.4242	19.3553	19.6002	19.3335	+	KO_1G4_LTED	1.51788	0.0196934	-0.230452	-2.82017	C9J712;P35080	PFN2	Profilin;Profilin-2
15.0352	14.812	14.1652	15.3384	14.6596	13.8595	15.0803	14.8007	14.7832	15.2834	14.6306	15.0783	15.868	15.1248	15.698			0.139232	0.67948	-0.106143	-0.3677	C9J7B5;F8WCJ1;Q9GZV4	EIF5A2	Eukaryotic translation initiation factor 5A;Eukaryotic translation initiation factor 5A;Eukaryotic translation initiation factor 5A-2
