X.1..oecf4_20220506_KO_1G4_DIA_r1.raw.PG.Quantity	X.2..oecf4_20220506_KO_1G4_DIA_r3.raw.PG.Quantity	X.3..oecf4_20220506_KO_1G4_DIA_r4.raw.PG.Quantity	X.4..oecf4_20220506_KO_1G4_DIA_r4_20220508144015.raw.PG.Quantity	X.5..oecf4_20220506_KO_3G4_DIA_r1.raw.PG.Quantity	X.6..oecf4_20220506_KO_3G4_DIA_r3.raw.PG.Quantity	X.7..oecf4_20220506_KO_3G4_DIA_r4.raw.PG.Quantity	X.8..oecf4_20220506_KO_3G4_DIA_r5.raw.PG.Quantity	X.9..oecf4_20220506_LTED_DIA_r1.raw.PG.Quantity	X.10..oecf4_20220506_LTED_DIA_r3.raw.PG.Quantity	X.11..oecf4_20220506_LTED_DIA_r3_20220508005236.raw.PG.Quantity	X.12..oecf4_20220506_LTED_DIA_r4.raw.PG.Quantity	X.13..oecf4_20220506_WT_DIA_r1.raw.PG.Quantity	X.14..oecf4_20220506_WT_DIA_r2.raw.PG.Quantity	X.15..oecf4_20220506_WT_DIA_r3.raw.PG.Quantity	C: Student's T-test Significant KO_3G4_LTED	C: Student's T-test significant	N: -Log Student's T-test p-value KO_3G4_LTED	N: Student's T-test q-value KO_3G4_LTED	N: Student's T-test Difference KO_3G4_LTED	N: Student's T-test Test statistic KO_3G4_LTED	T: PG.ProteinGroups	T: PG.Genes	T: PG.ProteinDescriptions
14.8486	14.7091	14.7357	14.695	14.7564	14.523	14.5509	14.5524	15.1254	13.8126	14.3085	13.8015	14.4302	13.5125	14.6888			0.479744	0.228766	0.333694	1.0567	C9JY63;E5RFD1	OXR1	Oxidation resistance protein 1
12.7629	13.2088	12.7268	12.689	12.44	12.9212	12.3805	13.1237	13.8192	13.7774	13.5609	13.6085	12.3092	12.4094	12.7171	+	KO_3G4_LTED	2.63862	0.00226364	-0.975128	-5.06549	C9JYA1;O15504	NUP42	Nucleoporin NUP42 (Fragment);Nucleoporin NUP42
17.0833	16.9151	16.9205	16.7213	16.8072	16.5854	13.5443	16.1643	16.5515	16.7071	16.6906	16.6378	16.642	16.6761	16.6506			0.533032	0.197214	-0.871461	-1.15221	C9JYM0;O75817	POP7	Ribonuclease P protein subunit p20 (Fragment);Ribonuclease P protein subunit p20
12.3579	14.5517	12.6443	9.22645	10.2326	12.2123	10.8027	11.8237	11.8362	12.623	12.4602	12.419	12.4846	12.6815	12.4574	+	KO_3G4_LTED	1.14912	0.0423425	-1.06678	-2.1914	C9JYN0	SYPL1	Synaptophysin-like protein 1
14.8173	14.603	14.4563	13.9326	13.7686	13.8682	13.4317	13.6338	14.9686	15.3882	15.2636	14.862	15.3998	15.6475	15.5899	+	KO_3G4_LTED	4.06122	0.000169279	-1.44506	-9.31172	C9JYQ9;H0Y8C2;Q6P5R6	RPL22L1	60S ribosomal protein L22-like 1;60S ribosomal protein L22-like 1 (Fragment);60S ribosomal protein L22-like 1
13.7798	13.9666	13.7877	13.5652	13.4857	13.5675	13.1512	13.6666	13.6307	13.6398	13.7288	13.9532	13.8935	14.0116	13.896			1.03894	0.0549796	-0.270369	-2.00786	C9JYS5;J3KS67;J3QL47;J3QL63;K7ENL4;Q9NYZ1	TVP23C;TVP23B;TVP23C;TVP23B;TVP23B;TVP23B	Golgi apparatus membrane protein TVP23 homolog;Golgi apparatus membrane protein TVP23 homolog;Golgi apparatus membrane protein TVP23 homolog;Golgi apparatus membrane protein TVP23 homolog;Golgi apparatus membrane protein TVP23 homolog (Fragment);Golgi apparatus membrane protein TVP23 homolog B
14.6284	14.9826	14.7004	15.1322	13.2905	13.327	13.0642	13.1189	14.6219	14.3914	14.4811	14.7761	13.6222	13.407	13.6737	+	KO_3G4_LTED	4.87956	0.000160535	-1.36746	-12.9252	C9JYY6;Q92823	NRCAM	Neuronal cell adhesion molecule
17.3587	17.1851	17.2451	17.4676	17.7985	17.9864	18.0977	17.8831	17.7055	17.4225	17.3435	17.4637	16.7088	16.8026	16.6882	+	KO_3G4_LTED	2.39398	0.00373425	0.457636	4.51555	C9JZR2;O60716	CTNND1	Catenin delta-1
15.646	15.599	15.6685	15.47	14.7475	14.8524	15.0704	14.7677	15.058	15.272	15.2845	15.3836	15.2847	15.6476	15.3953	+	KO_3G4_LTED	2.08273	0.00621489	-0.390005	-3.87003	C9JZY6;P62256	UBE2H	Ubiquitin-conjugating enzyme E2 H (Fragment);Ubiquitin-conjugating enzyme E2 H
15.858	16.0051	15.759	15.7363	16.0923	15.7473	15.8292	16.1119	16.1406	15.6807	15.8127	15.8754	15.3004	15.3034	15.3197			0.200821	0.518683	0.0678339	0.507724	C9K0I4;F8WBF4;F8WDH1;P56557	TMEM50B	Transmembrane protein 50B (Fragment);Transmembrane protein 50B;Transmembrane protein 50B;Transmembrane protein 50B
NaN	16.3768	16.109	16.1333	15.3488	16.5929	16.5221	16.1071	16.4451	16.197	16.7681	16.901	16.6897	16.6118	16.8792			0.635661	0.149744	-0.435101	-1.33146	D3DRR9;Q86WR7	PROSER2	Chromosome 10 open reading frame 47
NaN	NaN	12.9524	13.3359	12.9716	12.7378	12.9602	13.2162	12.4656	12.9889	13.9832	13.4765	13.3918	13.1816	12.7382			0.320714	0.360635	-0.257097	-0.756765	D3DWX8;P98173;Q5HY75	FAM3A	Family with sequence similarity 3
11.8914	12.6645	12.9753	11.0911	12.0021	12.8504	13.1672	12.9431	11.3203	9.82833	11.8688	11.0867	11.3956	11.5374	11.2416	+	KO_3G4_LTED	1.84974	0.0100021	1.71467	3.42056	D3YTA9;F6U1T9;P63098	PPP3R1	Calcineurin subunit B type 1
19.4043	19.5786	19.271	19.2462	19.3023	19.3624	19.1782	19.1626	19.5739	19.6166	19.5125	19.4193	19.8401	19.6009	19.8556	+	KO_3G4_LTED	2.30214	0.00423823	-0.27923	-4.31917	D3YTB1;F8W727;P62910	RPL32	60S ribosomal protein L32 (Fragment);60S ribosomal protein L32;60S ribosomal protein L32
15.3789	15.1838	15.308	15.2819	15.223	14.8307	15.1213	15.2271	15.8346	15.6787	15.5655	15.5908	13.6185	13.9378	13.4901	+	KO_3G4_LTED	2.65091	0.00219097	-0.566898	-5.09423	D3YTB5;P51617	IRAK1	Interleukin-1 receptor-associated kinase 1
16.2075	16.1381	16.2992	16.5708	16.5025	16.1829	16.656	16.1964	15.3722	15.8224	15.9624	15.9297	15.8926	15.6934	16.1405	+	KO_3G4_LTED	1.84496	0.0100302	0.612773	3.41161	D3YTI2	ACP1	Low molecular weight phosphotyrosine protein phosphatase
NaN	11.7714	11.7015	11.9271	12.1643	11.7013	11.6883	11.9501	11.9503	11.9592	11.5548	10.84	11.1335	12.6644	12.7847			0.474736	0.232536	0.299911	1.04762	D4PHA4;Q86WP2	GPBP1	GC-rich promoter binding protein 1
11.9175	12.2875	11.8358	NaN	11.2257	11.8792	11.4948	12.1256	11.628	12.033	11.9377	11.8507	14.0112	13.8076	13.7802			0.358967	0.32348	-0.181012	-0.83144	D6R921;D6R9U7;D6RIT0;D6RJH6;O15318	POLR3G	DNA-directed RNA polymerase III subunit RPC7 (Fragment);DNA-directed RNA polymerase III subunit RPC7 (Fragment);DNA-directed RNA polymerase III subunit RPC7 (Fragment);DNA-directed RNA polymerase III subunit RPC7;DNA-directed RNA polymerase III subunit RPC7
NaN	16.7771	16.4075	16.5022	16.6575	16.9005	16.6749	16.7849	16.6686	16.0046	15.9243	16.3319	16.245	14.7329	14.6331	+	KO_3G4_LTED	1.57154	0.0174287	0.522074	2.91458	D6R938;E9PBG7;E9PF82;Q13557	CAMK2D	Calcium/calmodulin-dependent protein kinase (CaM kinase) II delta
12.9426	13.0744	13.3538	12.3619	12.4906	12.8553	11.2101	13.1123	13.5511	10.9765	12.755	13.089	12.6316	12.2875	12.5229			0.0909626	0.735965	-0.175806	-0.249859	D6R9B1	ELF2	ETS-related transcription factor Elf-2 (Fragment)
14.496	14.2656	14.1768	13.6019	14.2646	14.1891	14.2015	14.122	14.6702	14.3836	14.0139	14.0627	14.8537	14.8458	14.733			0.228147	0.477571	-0.0883081	-0.56687	D6R9M0	KIF2A	Kinesin-like protein KIF2A (Fragment)
12.6887	11.9814	12.7487	12.09	13.8524	12.7153	13.6163	13.8127	12.0567	12.3824	11.7236	12.8962	13.4434	14.1635	13.5293	+	KO_3G4_LTED	1.82845	0.0102786	1.23448	3.38076	D6R9N5;D6RB08;K4DIA5;P14316	IRF2	Interferon regulatory factor 2 (Fragment);Interferon regulatory factor 2 (Fragment);Interferon regulatory factor 2 (Fragment);Interferon regulatory factor 2
18.6988	19.043	18.8246	18.6768	18.5053	18.6954	18.3534	18.6482	19.517	19.4563	19.2603	19.3858	20.2835	19.6477	20.0658	+	KO_3G4_LTED	3.98007	0.000157664	-0.854269	-9.00875	D6R9P3;D6RBZ0;D6RD18	HNRNPAB	Heterogeneous nuclear ribonucleoprotein A/B
13.4679	12.9385	12.9332	13.2061	13.4151	12.5251	13.111	12.0271	12.6285	12.5723	12.5095	11.2425	12.4706	12.1941	11.9282			0.543333	0.191789	0.531374	1.17045	D6R9S7;D6RDB0;D6RDM3;D6RHE3;Q96GZ6	SLC41A3	Solute carrier family 41 member 3 (Fragment);Solute carrier family 41 member 3 (Fragment);Solute carrier family 41 member 3;Solute carrier family 41 member 3 (Fragment);Solute carrier family 41 member 3
13.3563	13.0606	13.2497	12.2834	13.1077	13.4977	14.4856	13.4282	12.8006	14.6581	12.1315	11.4573	13.2294	12.8229	12.9504			0.535401	0.195797	0.867921	1.15641	D6R9X7;P0DP91;Q03468	ERCC6	Chimeric ERCC6-PGBD3 protein (Fragment);Chimeric ERCC6-PGBD3 protein;DNA excision repair protein ERCC-6
NaN	NaN	17.1617	17.122	17.1726	17.0353	17.2628	17.1594	17.2837	16.8623	15.5161	16.599	16.7262	16.6407	17.0529			0.769353	0.10673	0.592263	1.55871	D6R9Z7;P15954	COX7C	Cytochrome c oxidase subunit 7C
13.0351	12.7672	12.9717	11.7564	13.0609	13.106	12.8086	13.2669	12.7149	12.7146	13.0679	13.0064	11.5316	11.7068	11.1776			0.665469	0.138736	0.184638	1.38263	D6RA30;Q5HY62;Q8TE69;Q96DE9;S4R3G8;S4R3T8	EOLA1;EOLA2;CXorf40A;CXorf40B;EOLA2;EOLA2	Endothelium and lymphocyte-associated ASCH domain 1 (Fragment);Endothelium and lymphocyte-associated ASCH domain 2;Protein CXorf40A;Protein CXorf40B;Endothelium and lymphocyte-associated ASCH domain 2 (Fragment);Endothelium and lymphocyte-associated ASCH domain 2 (Fragment)
13.0412	13.6824	13.0231	13.9956	12.4616	13.0027	12.898	12.5965	14.2341	13.7417	13.3869	13.8243	12.5094	12.9258	12.3493	+	KO_3G4_LTED	2.57326	0.00267028	-1.05706	-4.91456	D6RA42;E5RJR1;H0YA70;Q6DN14	MCTP1	Multiple C2 and transmembrane domain-containing protein 1 (Fragment);Multiple C2 and transmembrane domain-containing protein 1 (Fragment);Multiple C2 and transmembrane domain-containing protein 1 (Fragment);Multiple C2 and transmembrane domain-containing protein 1
13.9776	13.8869	13.9662	13.0421	13.9616	14.1864	13.7639	13.8468	13.7501	14.1194	14.0998	14.0301	14.0465	13.6258	13.9033			0.188449	0.538416	-0.0602007	-0.480388	D6RA71;H0YAI5;P78317	RNF4	E3 ubiquitin-protein ligase RNF4 (Fragment);E3 ubiquitin-protein ligase RNF4 (Fragment);E3 ubiquitin-protein ligase RNF4
15.9593	16.1106	15.8285	14.6951	16.2428	16.1795	13.9778	15.9944	16.1759	16.1931	16.4455	15.9913	14.8708	15.031	16.1028			0.50065	0.215013	-0.602788	-1.0944	D6RAR4;Q04756	HGFAC	Hepatocyte growth factor activator
15.0621	15.1363	15.1597	14.9241	14.8968	14.8481	14.8843	15.0209	14.8411	14.4097	14.702	14.8672	13.9184	13.7923	13.4932			0.951321	0.0677525	0.207508	1.86234	D6RB01;Q9Y6X4	FAM169A	Soluble lamin-associated protein of 75 kDa
13.755	13.0994	13.4061	12.8754	13.3326	13.1954	13.1139	13.1317	12.6013	12.258	12.5551	12.3533	11.6204	12.3047	11.8118	+	KO_3G4_LTED	3.65204	0.000252252	0.751504	7.86989	D6RB81;Q9UHK6	AMACR	Alpha-methylacyl-CoA racemase
13.1889	13.2475	13.2293	12.8229	12.6449	12.7076	12.9296	12.919	13.6307	13.5552	13.2814	12.563	14.0475	13.7521	14.26			0.913975	0.0739456	-0.457318	-1.80028	D6RBC1;D6RDG4;Q8NA72	POC5	Centrosomal protein POC5 (Fragment);Centrosomal protein POC5;Centrosomal protein POC5
18.265	17.855	17.9215	17.7721	18.9483	18.6241	18.6524	17.4063	17.4523	17.6844	18.0583	17.8279	17.3372	17.2619	15.2654			0.9066	0.07567	0.651999	1.78801	D6RBL5	ANXA5	Annexin
11.2288	12.2819	12.1018	11.1289	11.5825	11.7177	11.2142	12.2392	NaN	12.3981	12.2115	11.9854	NaN	NaN	9.4113			0.928942	0.0713542	-0.509946	-1.88724	D6RBP4;D6RCU0;D6RHI2;Q9H5J4	ELOVL6	Elongation of very long chain fatty acids protein;Elongation of very long chain fatty acids protein (Fragment);Elongation of very long chain fatty acids protein (Fragment);Elongation of very long chain fatty acids protein 6
13.421	13.3629	13.563	12.8395	13.0422	13.2926	12.3206	13.1032	12.6862	12.7633	12.673	12.5697	12.3456	11.9891	12.2053			0.576942	0.17444	0.266595	1.22956	D6RBQ9	HNRNPD	Heterogeneous nuclear ribonucleoprotein D0 (Fragment)
15.6237	15.5948	15.6199	15.4769	15.7592	15.7441	15.5619	15.5341	15.631	15.5834	15.573	15.5081	15.065	15.2301	14.9601			0.549256	0.188805	0.0759566	1.18092	D6RBS5;Q8IZ81	ELMOD2	ELMO domain-containing protein 2 (Fragment);ELMO domain-containing protein 2
NaN	NaN	NaN	13.4895	13.5824	13.4226	13.1843	12.8546	13.1611	12.0896	13.2367	14.3179	13.9025	13.8132	13.2711			0.0431031	0.867498	0.0596504	0.123799	D6RC47;D6REW1;Q9Y255	PRELID1	PRELI domain-containing protein 1
16.2946	16.5505	16.3884	15.9285	16.2775	16.6316	16.1068	16.5216	16.9116	16.6359	16.5679	16.5623	17.4089	17.3539	17.6132			1.01908	0.0577423	-0.28504	-1.97487	D6RDG3	BTF3	Transcription factor BTF3 (Fragment)
12.1187	12.6403	12.4879	12.1691	12.352	11.9328	11.0469	11.8583	12.8951	12.5793	12.4396	12.5944	12.7419	12.5727	12.6518	+	KO_3G4_LTED	1.54579	0.0181472	-0.829565	-2.86916	D6RDX7;Q6PCB8	EMB	Embigin
17.707	18.584	17.8206	18.8413	17.1043	17.9422	16.4951	18.3427	17.9861	17.0121	18.2466	17.7986	17.1116	16.8236	18.1721			0.237954	0.462882	-0.289788	-0.587713	D6RE00;Q9NYF3	FAM53C	Protein FAM53C
14.5869	14.595	14.4704	14.265	14.1082	14.0407	13.9369	14.019	14.211	14.3017	14.307	14.1196	15.115	15.1652	15.045	+	KO_3G4_LTED	1.98799	0.00744491	-0.208654	-3.68411	D6REA1;Q9H173	SIL1	Nucleotide exchange factor SIL1
13.3038	13.1981	13.3238	13.0689	13.1386	13.052	12.9676	13.0343	13.3155	13.4049	13.4783	13.4341	13.0592	12.7312	12.8811	+	KO_3G4_LTED	3.47741	0.000630952	-0.360088	-7.31532	D6REL5;Q6UWZ7	ABRAXAS1	BRCA1-A complex subunit Abraxas 1
NaN	18.7615	18.7289	18.7486	18.8045	18.8543	18.9169	18.9533	18.7914	18.661	18.5939	18.7308	18.6848	18.5161	18.5729	+	KO_3G4_LTED	1.88105	0.0093166	0.187974	3.47948	D6RER5;D6RGI3;Q9NVA2	SEPTIN11	Septin-11;Septin 11
18.803	18.5938	18.6428	18.6431	18.7838	18.7685	18.7725	18.6668	18.2693	18.2938	18.4702	18.3414	18.4509	18.5009	18.4166	+	KO_3G4_LTED	3.60389	0.000292576	0.404187	7.71356	D6REX3;O94979	SEC31A	Protein transport protein Sec31A
14.1497	13.8634	14.1982	13.2221	14.0629	14.3081	13.8681	13.9596	14.0667	13.7507	13.9001	13.8905	13.4584	13.8819	13.7803			0.609442	0.160035	0.147662	1.28616	D6REZ0	RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1 (Fragment)
18.4137	18.9547	18.4945	19.6064	17.8122	18.8633	17.5348	18.8272	18.4992	17.7335	18.8413	18.4946	17.5507	17.2278	18.5427			0.11917	0.671762	-0.132777	-0.319708	D6RF35;P02774	GC	Vitamin D-binding protein
14.8661	14.7431	14.7126	14.8446	15.0026	15.092	15.1355	14.9605	15.1429	15.2318	15.1987	15.078	14.2002	14.2264	14.2965	+	KO_3G4_LTED	1.15377	0.0420296	-0.1152	-2.19916	D6RF48;Q9P2W9	STX18	Syntaxin-18
16.135	16.1598	16.097	16.1766	15.8995	15.8331	15.9275	15.9003	16.3655	16.6411	16.4725	16.4085	16.2296	16.1276	16.1971	+	KO_3G4_LTED	4.01034	0.000161435	-0.581795	-9.12073	D6RFG8;P27707	DCK	Deoxycytidine kinase
16.6352	16.7192	16.6717	16.6908	16.687	16.5446	16.471	16.6009	16.4347	16.3808	16.4361	16.2247	16.2624	16.4204	16.2549	+	KO_3G4_LTED	1.6545	0.0149737	0.206811	3.06241	D6RFI3;E7EQR8;Q9GZM5	YIPF3	Protein YIPF3 (Fragment);Protein YIPF3;Protein YIPF3
13.6481	14.2057	13.9131	13.6843	13.4901	13.7125	12.9126	13.64	13.6225	14.0585	13.8119	13.8285	14.4918	14.5458	14.4074			0.996076	0.06098	-0.391545	-1.93666	D6RG19;P61927	RPL37	Ribosomal protein L37;60S ribosomal protein L37
15.9032	15.4321	15.797	15.3636	15.9141	15.9137	16.1054	16.1336	12.7373	12.6611	13.4483	12.9562	12.2497	12.2088	12.5776	+	KO_3G4_LTED	5.48406	0	3.066	16.3945	D6RGG3;Q99715	COL12A1	Collagen alpha-1(XII) chain
NaN	NaN	NaN	NaN	18.5664	18.5772	18.4326	18.2394	18.582	18.8171	18.715	18.6649	18.4253	18.3159	18.4912	+	KO_3G4_LTED	1.38818	0.0249229	-0.240819	-2.5955	D6RGV5;D6RIE3;H0UI06;P14406	COX7A2	Cytochrome c oxidase subunit 7A2
12.999	13.1935	13.414	14.4627	14.1371	14.0294	15.0343	14.2015	13.7605	12.957	13.2341	13.3295	9.66622	11.0339	10.9781	+	KO_3G4_LTED	1.9552	0.00793433	1.03029	3.6208	D6RH31;H0YAK9;Q6UXI9	NPNT	Nephronectin (Fragment);Nephronectin (Fragment);Nephronectin
14.503	14.7498	14.5535	14.5661	14.1899	14.0929	14.2269	14.5522	14.8833	14.7609	14.6586	14.6405	14.7901	14.9374	14.799	+	KO_3G4_LTED	2.20514	0.00490092	-0.470332	-4.11725	D6RHG0;P78383	SLC35B1	Solute carrier family 35 member B1 (Fragment);Solute carrier family 35 member B1
10.8766	10.845	11.722	NaN	NaN	10.7167	NaN	NaN	11.3055	NaN	10.8706	11.1483	NaN	11.1266	11.2066			NaN	1	0	NaN	D6RIA1;E9PH99;Q9Y4E5	ZNF451	E3 SUMO-protein ligase ZNF451 (Fragment);E3 SUMO-protein ligase ZNF451;E3 SUMO-protein ligase ZNF451
13.3552	11.2287	12.5599	NaN	14.2898	14.244	14.5273	13.9745	14.4379	12.9599	12.6492	12.686	13.6552	13.591	13.4272	+	KO_3G4_LTED	1.30369	0.0300594	1.07565	2.45142	D6RIS4;P35548	MSX2	Homeobox protein MSX-2
16.1453	16.1891	16.2963	16.1779	15.9254	16.4008	16.2944	16.004	15.2834	15.6996	15.629	15.7434	15.1676	15.5547	15.5198	+	KO_3G4_LTED	1.98175	0.00751635	0.567281	3.67202	D6RJF2	PAIP1	Polyadenylate-binding protein-interacting protein 1 (Fragment)
12.8049	12.9488	12.7004	12.7162	13.106	12.8185	12.7351	13.1132	14.0205	13.9957	13.8842	13.8798	12.0471	12.386	12.1815	+	KO_3G4_LTED	4.13811	7.98669E-05	-1.00186	-9.60709	D6RJG9;Q9Y5W7	SNX14	Sorting nexin-14 (Fragment);Sorting nexin-14
14.818	14.8351	14.8723	14.3694	14.7819	14.8517	13.808	14.8611	15.7423	15.2126	15.0708	15.0749	15.5366	15.4271	15.6023	+	KO_3G4_LTED	1.22419	0.0360251	-0.699494	-2.3172	E2QRF9;O75496	GMNN	Geminin (Fragment);Geminin
NaN	13.7587	13.8248	13.7517	13.7376	13.9897	13.309	12.9814	13.4321	13.4722	13.8068	13.6028	13.4673	13.8094	13.7299			0.115014	0.680421	-0.0740769	-0.309597	E5RFK5;E5RFX8;E5RI39;G5E954;H0YBQ5;J3KP90;P24863	CCNC	Cyclin-C;Cyclin-C (Fragment);Cyclin-C (Fragment);Cyclin C
14.5609	14.1414	14.4506	13.4265	14.3942	14.4558	13.9128	14.3279	13.9177	14.1868	13.9821	14.0077	14.6041	14.6448	14.7421			0.936172	0.0700908	0.249138	1.83717	E5RFN2;E5RHM5;E5RII1;E5RJ08;J3KPV1;Q9BUK0	CHCHD7	Coiled-coil-helix-coiled-coil-helix domain-containing protein 7;Coiled-coil-helix-coiled-coil-helix domain-containing protein 7;Coiled-coil-helix-coiled-coil-helix domain-containing protein 7;Coiled-coil-helix-coiled-coil-helix domain-containing protein 7 (Fragment);Coiled-coil-helix-coiled-coil-helix domain-containing protein 7;Coiled-coil-helix-coiled-coil-helix domain-containing protein 7
NaN	NaN	NaN	NaN	NaN	NaN	12.5472	12.7634	12.5367	11.8655	12.5716	12.5052	12.2601	12.5667	12.7684			NaN	1	0	NaN	E5RFS3;H0YB63;H0YB84;H0YC11;H0YC79;Q9UQ53	MGAT4B	Alpha-1
10.1435	12.178	11.6954	12.2077	13.3645	13.5982	13.3378	13.3038	12.1882	12.5993	12.7819	12.4195	13.1688	13.426	13.5739	+	KO_3G4_LTED	3.12923	0.00118063	0.903851	6.30469	E5RFU2;H0YAW7;P34913	EPHX2	Bifunctional epoxide hydrolase 2;Bifunctional epoxide hydrolase 2 (Fragment);Bifunctional epoxide hydrolase 2
17.8105	17.7091	17.7921	17.7923	17.9585	17.8514	17.8895	17.971	18.1556	17.9753	18.0291	18.0064	18.2613	18.2969	18.2373	+	KO_3G4_LTED	1.35857	0.0264688	-0.123971	-2.54482	E5RG17;Q6P1N9	TATDN1	Putative deoxyribonuclease TATDN1 (Fragment);Putative deoxyribonuclease TATDN1
10.5975	10.487	10.1892	8.97229	9.7208	9.24718	NaN	9.85978	10.2683	10.7475	10.8927	10.5076	7.22182	8.50216	NaN	+	KO_3G4_LTED	2.16554	0.00516447	-0.994757	-4.42959	E5RG96;J3KQJ9;Q8N2E2	VWDE	von Willebrand factor D and EGF domain-containing protein
14.4706	14.5722	14.3246	14.5437	14.1521	14.038	13.794	14.1187	14.8594	14.7629	14.9483	14.8076	14.3035	14.0917	14.5242	+	KO_3G4_LTED	4.00045	0.00016	-0.818848	-9.08402	E5RGB7;E5RGH1;H0YBV9;Q7Z388	DPY19L4	Probable C-mannosyltransferase DPY19L4 (Fragment);Probable C-mannosyltransferase DPY19L4;Probable C-mannosyltransferase DPY19L4 (Fragment);Probable C-mannosyltransferase DPY19L4
14.7634	14.8714	14.7776	14.3927	13.962	14.1463	14.0749	14.206	14.9818	15.0733	14.9877	15.0618	14.6052	14.9299	14.9208	+	KO_3G4_LTED	5.43728	0	-0.928884	-16.097	E5RGS2;Q9H6H4	REEP4	Receptor expression-enhancing protein;Receptor expression-enhancing protein 4
13.6205	13.4095	13.529	13.6567	13.499	13.4304	13.567	13.3552	13.8694	13.6714	13.547	13.2667	14.4463	14.262	14.2347			0.414886	0.275144	-0.125724	-0.937487	E5RGT2;Q96MH6	TMEM68	Transmembrane protein 68
15.0693	15.0258	15.0701	14.9393	14.7717	14.7127	14.8535	14.7603	14.8018	14.833	14.8864	14.808	14.3469	14.5919	14.4048			0.823825	0.0923193	-0.0577707	-1.65003	E5RH51;Q96EX1	SMIM12	Small integral membrane protein 12
17.3593	17.4562	17.3915	17.2187	17.0687	17.2784	17.2207	17.2503	16.9381	16.8642	16.977	17.0006	16.7471	17.312	16.9883	+	KO_3G4_LTED	2.46746	0.00326809	0.25953	4.6765	E5RHG8;Q15369	ELOC	Elongin-C (Fragment);Elongin-C
11.1571	11.2843	11.1662	10.9716	11.4007	NaN	10.4155	11.465	13.3008	12.6827	12.5801	12.2556	12.6615	12.5709	13.0603	+	KO_3G4_LTED	2.06839	0.00643444	-1.61107	-4.19348	E5RHN9;E5RI14;E5RJF7;Q9Y620	RAD54B	DNA repair and recombination protein RAD54B (Fragment);DNA repair and recombination protein RAD54B;DNA repair and recombination protein RAD54B;DNA repair and recombination protein RAD54B
18.5578	18.5028	18.4679	18.3801	18.6718	18.782	18.2649	18.7689	18.7876	18.9283	19.1588	19.0554	18.8162	18.7299	18.9288	+	KO_3G4_LTED	1.31812	0.0291641	-0.360579	-2.47592	E5RHR6;E5RHV4;H0YAP1;Q9Y5V0	ZNF706	Zinc finger protein 706;Zinc finger protein 706;Zinc finger protein 706 (Fragment);Zinc finger protein 706
16.855	16.7066	16.8443	16.6552	16.5452	16.582	16.7102	16.6358	16.7909	16.8125	16.8294	16.9487	15.9784	16.4551	16.2331	+	KO_3G4_LTED	2.39257	0.00372878	-0.227076	-4.5125	E5RHW4;O94905	ERLIN2	Erlin-2 (Fragment);Erlin-2
19.3972	19.3254	19.413	19.0832	19.3338	19.3295	19.1592	19.2803	18.8958	18.8595	18.9927	19.0585	18.8094	18.9302	18.7435	+	KO_3G4_LTED	2.74548	0.00185289	0.324095	5.319	E5RIA4;E7ETB3;Q9ULA0	DNPEP	Aspartyl aminopeptidase
14.4923	14.7026	14.5893	14.4613	14.3145	14.3954	14.2058	14.4908	14.9562	14.9158	14.7515	14.9698	14.8223	15.1626	15.1109	+	KO_3G4_LTED	3.35627	0.000787659	-0.546705	-6.94997	E5RIH5;Q6NXR4	TTI2	TELO2-interacting protein 2
14.0621	13.6461	13.857	14.0372	14.1673	13.6923	14.4092	14.105	13.6646	13.7281	12.9523	13.6111	13.712	13.8611	13.7713	+	KO_3G4_LTED	1.38087	0.0253593	0.604434	2.58297	E5RIL2;Q9UFF9	CNOT8	CCR4-NOT transcription complex subunit 8 (Fragment);CCR4-NOT transcription complex subunit 8
14.7314	15.0152	15.081	14.7711	14.3389	14.5216	14.3813	14.6249	15.1057	15.2401	15.1544	15.283	15.6509	15.6813	15.8391	+	KO_3G4_LTED	4.10382	0.000173913	-0.729148	-9.47436	E5RIP4;Q15043	SLC39A14	Zinc transporter ZIP14 (Fragment);Zinc transporter ZIP14
20.0899	20.1749	20.2715	20.0526	19.7641	19.871	19.781	19.7997	19.7519	20.0713	20.1058	20.0978	20.9587	20.9019	21.056	+	KO_3G4_LTED	1.20955	0.0370965	-0.202728	-2.2926	E5RJD8;O75347	TBCA	Tubulin-specific chaperone A
12.7238	10.908	12.4192	10.8578	12.0206	10.9752	11.2303	10.6227	11.887	12.2326	12.0647	13.029	12.2269	11.2235	12.5521	+	KO_3G4_LTED	1.50766	0.0195593	-1.09113	-2.80229	E5RJF8;E5RK82;O15182	CETN3	Centrin-3
15.6741	16.0438	15.7708	15.5921	15.6439	16.1508	15.759	15.6901	16.2296	15.3652	15.6556	15.6221	15.5421	15.7895	15.5607			0.165959	0.579059	0.0928354	0.42972	E5RJR5;P63208	SKP1	S-phase kinase-associated protein 1
14.7009	13.4044	13.8421	12.8675	15.8871	14.0513	15.1727	14.1664	16.8382	16.9836	14.642	14.7408	18.6431	17.0343	18.2762			0.597526	0.164902	-0.981789	-1.26547	E5RK69	ANXA6	Annexin
