KO_1G4_r1	KO_1G4_r2	KO_1G4_r3	KO_1G4_r4	KO_3G4_r1	KO_3G4_r2	KO_3G4_r3	KO_3G4_r4	LTED_r1	LTED_r2	LTED_r3	LTED_r4	WT_r1	WT_r2	WT_r3	C: Student's T-test Significant LTED_WT	C: Student's T-test significant	N: number	N: -Log Student's T-test p-value LTED_WT	N: Student's T-test q-value LTED_WT	N: Student's T-test Difference LTED_WT	N: Student's T-test Test statistic LTED_WT	T: ProteinGroup	T: Gene	T: Description
13,3899	13,5689	13,6303	12,7666	NaN	NaN	NaN	NaN	10,8753	11,6686	11,556	NaN	15,2006	15,9366	15,6573	+	LTED_WT	10	3,68282	0,000330357	-4,23151	-12,9107	P27338	MAOB	Amine oxidase [flavin-containing] B
18,863	18,7345	18,447	18,6316	18,3749	17,9539	18,1035	18,2272	19,6345	19,9132	20,1674	19,9498	18,1055	17,5478	18,082	+	LTED_WT	15	3,77266	0,000259169	2,00446	10,0265	P29966	MARCKS	Myristoylated alanine-rich C-kinase substrate
14,8022	14,4605	14,4269	14,5648	14,8278	15,2264	15,3532	15,143	15,6213	15,2315	14,8865	14,9699	17,046	17,1156	17,457	+	LTED_WT	15	3,57564	0,000354935	-2,0289	-9,11819	P31146	CORO1A	Coronin-1A
13,0497	12,5955	12,1415	13,5441	15,2985	15,3822	16,311	14,993	16,1268	15,3951	15,1335	14,9877	13,3228	12,6052	13,0752	+	LTED_WT	15	3,01935	0,000924075	2,40969	6,93579	P32004	L1CAM	Neural cell adhesion molecule L1
16,3235	15,7313	15,9891	15,5662	17,4446	17,2656	17,2564	17,1694	14,3463	14,122	14,6675	14,5912	16,6216	16,7579	16,4077	+	LTED_WT	15	4,27891	0,000186992	-2,16396	-12,7588	P33121	ACSL1	Long-chain-fatty-acid--CoA ligase 1
15,5471	15,3958	15,7692	14,4708	12,9178	13,2415	13,0565	13,1245	13,5157	13,3674	13,5999	13,5091	15,7078	16,0013	16,1022	+	LTED_WT	15	5,37875	0	-2,43906	-21,3491	P35568	IRS1	Insulin receptor substrate 1
18,0181	17,9486	17,9579	17,9253	18,0001	18,1794	18,0883	18,0466	19,4088	19,4258	19,5301	19,5211	15,4485	15,4737	15,5987	+	LTED_WT	15	8,05814	0	3,96449	73,6405	P40818	USP8	Ubiquitin carboxyl-terminal hydrolase 8
12,5022	11,9771	12,4867	7,06739	11,5215	10,8494	10,9493	10,9527	11,8926	12,3232	11,9271	11,7704	13,8422	14,1537	14,1412	+	LTED_WT	15	4,23641	0,000239845	-2,06736	-12,5049	P46531	NOTCH1	Neurogenic locus notch homolog protein 1
13,0063	11,4106	11,9952	NaN	11,3437	11,0271	10,4485	12,1359	13,5161	12,9361	11,7816	13,3715	11,1164	10,3177	11,0122	+	LTED_WT	14	2,0241	0,00583463	2,0859	4,08855	P46821	MAP1B	Microtubule-associated protein 1B
15,2228	14,8973	14,709	15,1607	15,2782	14,9376	15,0051	14,8028	14,3967	14,4922	14,709	14,3787	17,8897	17,5511	17,3538	+	LTED_WT	15	5,19046	0	-3,10404	-19,5585	P50135	HNMT	Histamine N-methyltransferase
13,4432	13,3008	13,4734	NaN	NaN	NaN	11,3948	NaN	12,5978	13,6955	14,073	13,1324	17,372	17,2958	18,0879	+	LTED_WT	11	3,69118	0,000289266	-4,21057	-9,64132	P50443	SLC26A2	Sulfate transporter
18,6956	18,7095	18,5283	19,0547	19,4062	19,4336	19,4768	19,276	19,6071	19,1979	19,1891	19,2912	16,9434	16,4735	17,3903	+	LTED_WT	15	3,66989	0,000324206	2,3856	9,54294	P50895	BCAM	Basal cell adhesion molecule
16,8475	16,7308	16,6293	16,4301	17,1851	17,1753	16,9984	17,171	17,6055	17,6393	17,7119	17,7257	14,8231	15,1883	14,6964	+	LTED_WT	15	5,40641	0	2,76797	21,6253	P51159	RAB27A	Ras-related protein Rab-27A
13,7816	13,9858	13,7604	13,5512	13,459	13,5859	13,2455	13,2465	13,9401	13,949	13,9341	14,026	11,7202	12,0366	12,0209	+	LTED_WT	15	5,509	0	2,03641	22,6808	P51805	PLXNA3	Plexin-A3
13,6409	13,8331	13,6548	13,9926	12,6983	12,6573	12,8563	12,387	13,1785	13,2956	13,0452	13,2203	10,9868	11,0746	10,856	+	LTED_WT	15	5,89058	0	2,21246	27,0714	P52799	EFNB2	Ephrin-B2
20,0142	20,0492	20,134	19,7851	19,8687	19,4821	19,3597	19,8246	21,1731	21,39	21,563	21,6114	17,6387	17,5412	17,6364	+	LTED_WT	15	6,23812	0	3,82895	31,7955	P56211	ARPP19	cAMP-regulated phosphoprotein 19
14,1703	13,7279	14,1515	13,5339	14,1014	14,2078	14,1543	14,0967	14,7229	15,0076	15,4081	15,1906	12,3588	12,5871	12,7868	+	LTED_WT	15	4,23507	0,000239382	2,50478	12,497	P56277	CMC4	Cx9C motif-containing protein 4
14,2453	14,1405	14,2746	14,1195	14,2439	14,2239	14,0851	13,9848	13,5557	13,5543	13,5989	13,5088	11,6941	10,7925	10,008	+	LTED_WT	15	2,94205	0,00105861	2,72286	6,67146	P78310	CXADR	Coxsackievirus and adenovirus receptor
19,7983	17,9568	18,3694	17,67	20,8763	20,6691	20,6237	20,5291	19,5184	20,5401	20,9993	20,5513	15,0925	15,4402	15,7695	+	LTED_WT	15	4,19413	0,000324723	4,96825	12,2572	P80723	BASP1	Brain acid soluble protein 1
15,9407	14,8443	15,1588	13,8246	15,9677	14,8539	15,5332	15,6483	14,3275	13,2297	13,1746	13,432	16,5709	17,2571	16,4111	+	LTED_WT	15	3,39256	0,000528236	-3,20545	-8,34145	Q01628	IFITM3	Interferon-induced transmembrane protein 3
19,0193	19,7995	19,5527	19,3338	17,6147	17,4954	17,5765	17,6048	18,927	18,9591	18,6552	18,8416	20,885	21,2489	20,9055	+	LTED_WT	15	4,88981	0	-2,16743	-16,9992	Q01650	SLC7A5	Large neutral amino acids transporter small subunit 1
16,9286	17,3502	16,988	16,5376	18,2306	18,4479	18,8165	18,3766	18,4904	17,6454	17,8879	17,602	15,5744	15,8429	14,7518	+	LTED_WT	15	3,00182	0,000991651	2,51674	6,87512	Q01995	TAGLN	Transgelin
17,461	15,197	16,1503	14,3928	17,847	17,5446	17,0681	17,2882	15,2729	14,878	15,1199	15,0661	18,5711	18,9267	17,8234	+	LTED_WT	15	4,08323	0,00034584	-3,35622	-11,6291	Q08380	LGALS3BP	Galectin-3-binding protein
16,6574	16,9389	16,8099	17,1666	16,3891	16,3657	16,5243	16,2359	16,4607	16,4808	16,3375	16,387	11,0162	14,0473	14,5328	+	LTED_WT	15	1,75875	0,00968474	3,21772	3,49226	Q12840	KIF5A	Kinesin heavy chain isoform 5A
17,5338	17,6654	17,7365	17,8864	17,6156	17,6702	17,7856	17,6925	17,7561	17,9072	17,747	17,7444	15,4723	15,9966	15,4071	+	LTED_WT	15	4,36268	0,000115299	2,16333	13,2735	Q13153	PAK1	Serine/threonine-protein kinase PAK 1
21,0064	20,9863	21,0235	21,0391	20,5567	20,5731	20,2809	20,472	19,807	19,5292	19,9411	19,8672	17,7672	17,2311	17,5906	+	LTED_WT	15	4,36871	0,000115813	2,25645	13,3113	Q13228	SELENBP1	Methanethiol oxidase
14,2113	14,7634	14,4665	14,9819	14,9555	15,3611	15,6039	15,8249	14,9394	13,8009	14,7976	14,5883	16,7458	16,6954	16,805	+	LTED_WT	15	3,13533	0,000736768	-2,2172	-7,34891	Q14331	FRG1	Protein FRG1
14,8418	13,6097	14,0946	13,5468	16,7743	16,4473	16,4559	16,0262	13,3648	12,4201	13,2454	13,3709	15,6178	15,8993	14,9947	+	LTED_WT	15	2,99441	0,000985322	-2,40367	-6,84959	Q15274	QPRT	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
17,6891	17,014	17,482	16,5882	17,785	17,4591	17,2314	17,5159	15,6965	15,1863	16,0459	16,0588	17,861	17,9025	18,0038	+	LTED_WT	15	3,5213	0,000410256	-2,17555	-8,88116	Q15293	RCN1	Reticulocalbin-1
12,3427	13,434	13,0118	12,2173	12,8472	12,9166	13,1293	12,6664	12,7099	12,1991	13,1005	13,6152	17,537	17,6075	17,3562	+	LTED_WT	15	4,27767	0,000186235	-4,59406	-12,7513	Q15654	TRIP6	Thyroid receptor-interacting protein 6
14,7475	12,4346	13,2005	11,5917	14,686	14,4825	14,16	14,3907	12,7903	11,4887	12,1714	12,2731	14,8106	15,0097	13,5856	+	LTED_WT	15	2,26483	0,00356381	-2,28775	-4,6798	Q460N5	PARP14	Protein mono-ADP-ribosyltransferase PARP14
14,7501	14,2878	14,4997	13,2868	14,4641	14,4156	14,2534	14,1526	14,158	14,1494	14,2786	14,1729	17,9154	18,501	18,1721	+	LTED_WT	15	5,91755	0	-4,00643	-27,4117	Q4ZG55	GREB1	Protein GREB1
21,5476	21,3972	21,628	21,3283	20,3709	21,5828	20,5477	20,6951	21,3359	21,334	21,1199	21,4336	18,7474	17,4337	18,2907	+	LTED_WT	15	3,65985	0,00032	3,14863	9,49685	Q5SQI6	NET1	Neuroepithelial cell-transforming gene 1 protein (Fragment)
14,8032	14,1106	14,9195	12,3197	13,5305	13,1776	13,9521	13,3541	13,843	13,2492	13,9892	14,1139	19,6701	20,1812	19,6722	+	LTED_WT	15	5,50073	0	-6,04233	-22,5939	Q5T2W1	PDZK1	Na(+)/H(+) exchange regulatory cofactor NHE-RF3
13,4361	12,7032	12,8108	12,4548	14,0005	14,0795	14,073	14,0256	12,6192	11,563	12,0989	12,0223	14,0657	14,3027	13,942	+	LTED_WT	15	3,17256	0,000652647	-2,02765	-7,48591	Q5T5P2	KIAA1217	Sickle tail protein homolog
13,3014	12,6117	13,1847	12,9086	13,756	13,4011	13,6663	13,1781	13,2944	13,7023	13,7742	13,9477	11,3154	11,243	11,762	+	LTED_WT	15	3,87477	0,000283044	2,23954	10,5293	Q5T6J7;Q5T6J8	IDNK	Probable gluconokinase
15,9623	15,9771	15,619	15,9942	16,6908	16,7864	16,7315	16,6438	16,7508	16,397	16,4189	16,4683	13,4543	13,9441	13,6385	+	LTED_WT	15	5,05703	0	2,82976	18,3794	Q5TAW7;Q9H9S4	CAB39L	Calcium-binding protein 39-like (Fragment);Calcium-binding protein 39-like
16,056	15,9732	15,94	16,0278	16,3313	16,3227	16,2596	16,5056	16,256	16,3726	16,1192	16,299	13,3822	13,3632	13,0275	+	LTED_WT	15	5,81087	0	3,00408	26,0899	Q5TH69	ARFGEF3	Brefeldin A-inhibited guanine nucleotide-exchange protein 3
11,8945	11,9708	11,7644	10,7669	12,3847	NaN	NaN	12,1657	11,5297	11,0488	12,0754	10,0437	13,7853	14,3209	13,7736	+	LTED_WT	13	2,47227	0,00242641	-2,78557	-5,23391	Q5U3C3;Q9H617	TMEM164	Transmembrane protein 164
12,4119	12,6061	12,6984	11,7846	11,7121	12,0993	11,4528	11,7702	12,2112	11,8347	11,8058	12,0202	13,8668	14,2081	14,0133	+	LTED_WT	15	4,60475	0	-2,06143	-14,8748	Q5VXI4;Q9HCE6	ARHGEF10L	Rho guanine nucleotide exchange factor 10-like protein
15,5502	15,5262	15,3949	15,8806	16,189	16,7067	16,6579	16,2704	17,3353	17,0947	17,1937	17,0797	14,1868	14,3234	14,6789	+	LTED_WT	15	5,20596	0	2,77949	19,7001	Q60FE5	FLNA	Filamin-A
18,0552	18,2988	18,2266	18,0541	17,6102	17,7226	17,5629	17,8987	18,2898	18,4529	18,6983	18,6321	14,9896	13,9007	15,9009	+	LTED_WT	15	3,10408	0,000743607	3,58788	7,23561	Q629K1	TRIQK	Triple QxxK/R motif-containing protein
14,8132	14,6085	14,3215	14,9258	15,816	15,399	16,0076	15,8917	15,3602	14,4328	14,192	14,0562	12,4779	12,4013	12,5457	+	LTED_WT	15	2,67657	0,00170509	2,03532	5,82557	Q68CZ2	TNS3	Tensin-3
18,4156	18,4513	18,413	18,4904	17,8257	17,8107	17,5381	17,7701	18,6959	18,5219	18,6707	18,6018	16,347	16,7096	16,3287	+	LTED_WT	15	5,13164	0	2,1608	19,0299	Q6NXT6	TAPT1	Transmembrane anterior posterior transformation protein 1 homolog
NaN	NaN	NaN	NaN	NaN	12,1696	10,6077	12,232	10,0768	12,273	12,839	12,6992	15,0752	14,6787	14,8324	+	LTED_WT	10	1,88432	0,00742173	-2,8901	-3,76783	Q6NZY7	CDC42EP5	Cdc42 effector protein 5
21,5981	21,4677	21,5159	21,6529	21,0723	21,117	20,8153	20,9821	20,4166	20,1014	20,4712	20,4536	18,4075	17,8078	18,1972	+	LTED_WT	15	4,21535	0,000233962	2,2232	12,3809	Q6P387	C16orf46	Uncharacterized protein C16orf46
11,4092	11,4769	11,3014	11,7728	12,0561	11,9921	11,8672	11,897	10,0594	NaN	10,0747	9,31896	12,7637	12,7271	12,2749	+	LTED_WT	14	3,14622	0,000663345	-2,77085	-9,39879	Q6P4A8	PLBD1	Phospholipase B-like 1
9,29554	8,28231	9,08107	NaN	10,8705	10,1542	10,1514	10,9598	10,9925	10,8116	10,5717	11,0213	8,72354	8,42378	7,88933	+	LTED_WT	14	3,87246	0,000282667	2,50373	10,5176	Q6P5Z2	PKN3	Serine/threonine-protein kinase N3
14,0759	13,3651	13,2207	12,6806	14,575	14,9089	14,8212	14,6596	14,1554	14,2749	14,3065	14,1338	11,7363	11,5258	11,5246	+	LTED_WT	15	6,36613	0	2,62208	33,7343	Q6PCB6	ABHD17C	Alpha/beta hydrolase domain-containing protein 17C
19,1829	19,0625	19,074	19,2042	20,1236	20,2756	20,3366	20,1354	18,0874	18,1567	18,1394	18,0991	14,7461	14,1694	14,3764	+	LTED_WT	15	5,79568	0	3,69003	25,9069	Q6XQN6	NAPRT	Nicotinate phosphoribosyltransferase
16,448	16,5391	16,6619	16,4317	16,4794	16,4458	16,3476	16,3428	16,5813	16,8129	17,1401	17,1469	14,635	14,9642	14,8191	+	LTED_WT	15	4,09348	0,000350993	2,11418	11,6858	Q70E73	RAPH1	Ras-associated and pleckstrin homology domains-containing protein 1
14,5273	14,205	14,6685	14,1609	14,3807	14,3589	14,3306	14,4141	13,7705	13,6315	13,1829	13,1806	16,2535	16,5187	16,3516	+	LTED_WT	15	4,66425	0	-2,93322	-15,2958	Q7LFL8	CXXC5	CXXC-type zinc finger protein 5
12,4607	12,675	12,3558	12,1526	11,422	11,7124	11,9584	11,9688	12,6277	12,6838	12,3577	12,7322	14,7664	14,9857	15,0599	+	LTED_WT	15	5,12084	0	-2,33703	-18,9344	Q86UY8	NT5DC3	5'-nucleotidase domain-containing protein 3
13,3858	13,2487	13,2895	12,4824	14,5302	14,859	14,9636	14,5045	15,1236	15,5308	15,1899	15,0824	12,3122	12,2724	12,6321	+	LTED_WT	15	5,05545	0	2,8261	18,3659	Q8IV38	ANKMY2	Ankyrin repeat and MYND domain-containing protein 2
16,8754	17,0001	17,2022	16,7626	16,3969	16,4559	16,4095	16,4724	18,0987	18,1618	17,9556	18,2256	15,3396	15,1635	15,0728	+	LTED_WT	15	6,17177	0	2,91843	30,8346	Q8IV50	LYSMD2	LysM and putative peptidoglycan-binding domain-containing protein 2
14,7222	14,6224	15,0235	12,9442	15,7431	15,9629	14,8757	15,987	15,1802	15,0798	15,9577	15,9963	12,342	13,1326	12,9691	+	LTED_WT	15	3,24189	0,000574924	2,73896	7,74685	Q8IV56	PRR15	Proline-rich protein 15
14,718	14,6846	14,6594	14,8245	14,1927	14,6058	14,3698	14,5543	14,5204	14,3042	13,9627	14,1551	16,3561	16,4971	16,262	+	LTED_WT	15	4,50163	0,000134367	-2,13612	-14,1713	Q8N0X7	SPART	Spartin
14,8773	14,7128	14,8803	14,6546	14,6795	14,6188	14,7002	14,7603	16,0042	16,3017	16,3463	16,2138	11,8022	11,9475	12,0249	+	LTED_WT	15	6,77865	0	4,29165	40,8162	Q8N5C7	DTWD1	DTW domain-containing protein 1
16,6946	16,6978	16,8847	16,5891	16,441	16,3222	15,7812	16,3302	16,1691	16,3815	16,3333	16,225	14,572	14,0791	13,688	+	LTED_WT	15	3,71793	0,000298716	2,16419	9,76627	Q8N5G0	SMIM20	Small integral membrane protein 20
11,7464	11,7972	12,0748	11,694	NaN	12,9838	13,5818	12,1383	11,693	12,3286	11,4331	12,4895	14,9021	14,5804	15,0257	+	LTED_WT	14	3,53854	0,000343629	-2,85002	-8,95574	Q8NFP7;Q96G61	NUDT10;NUDT11	Diphosphoinositol polyphosphate phosphohydrolase 3-alpha;Diphosphoinositol polyphosphate phosphohydrolase 3-beta
14,1602	14,0689	13,5722	13,9877	12,053	11,9493	10,8	11,7747	13,8771	14,7128	15,1795	14,1477	12,2839	13,2854	11,3102	+	LTED_WT	15	1,86061	0,00772142	2,18609	3,71491	Q8TAP8	PPP1R35	Protein phosphatase 1 regulatory subunit 35
17,7746	18,235	18,2258	17,7628	15,6387	15,5864	15,2627	15,6097	16,864	17,3252	17,3105	17,1901	14,2923	14,3944	14,4666	+	LTED_WT	15	5,3286	0	2,78805	20,8571	Q8TB36	GDAP1	Ganglioside-induced differentiation-associated protein 1
17,3492	17,5251	17,4752	17,4074	17,6482	17,8717	17,7133	17,5841	19,2798	18,7006	19,0102	19,1269	14,8341	14,5403	14,6259	+	LTED_WT	15	5,87244	0	4,36259	26,8449	Q8TCT8	SPPL2A	Signal peptide peptidase-like 2A
14,2704	12,126	12,5932	11,5563	13,9393	13,7575	13,5273	13,4949	11,0614	10,8141	11,446	11,1282	13,7866	13,7716	12,2162	+	LTED_WT	15	2,24997	0,00365183	-2,14573	-4,64174	Q8TDB6	DTX3L	E3 ubiquitin-protein ligase DTX3L
17,3111	17,4899	17,3778	16,9823	16,6113	16,6526	16,5905	16,7409	18,9244	18,8692	18,6462	18,618	15,7106	15,6601	15,5859	+	LTED_WT	15	6,26869	0	3,11225	32,2483	Q8TDJ6	DMXL2	DmX-like protein 2
12,0035	11,8847	NaN	NaN	NaN	NaN	5,41557	9,58239	NaN	9,92295	9,44358	9,4801	12,4374	12,4539	11,7732	+	LTED_WT	10	3,17812	0,000657414	-2,60595	-9,57944	Q8TDW5	SYTL5	Synaptotagmin-like protein 5
12,9185	13,4736	13,0781	13,1551	13,4602	13,9773	13,8095	13,3705	13,6104	13,4402	12,8318	13,3419	10,9908	11,5385	10,8722	+	LTED_WT	15	3,37813	0,000522337	2,17223	8,28284	Q8TDZ2	MICAL1	[F-actin]-monooxygenase MICAL1
14,264	14,1636	14,348	14,064	13,3776	13,644	13,4538	13,7768	12,3239	12,7392	12,2309	12,7198	15,8469	16,1065	15,8524	+	LTED_WT	15	5,23614	0	-3,43181	-19,9789	Q8WVV4	POF1B	Protein POF1B
16,3113	15,9609	16,2189	15,6485	15,8671	15,6107	15,604	15,9765	15,51	16,2582	16,4964	16,5361	13,7028	14,4538	14,249	+	LTED_WT	15	2,76634	0,00148515	2,06498	6,10133	Q8WVX9	FAR1	Fatty acyl-CoA reductase 1
14,668	15,1647	14,8899	14,7572	15,1388	15,4213	15,0829	15,2972	13,7206	14,5008	14,6068	14,4634	17,3486	17,0183	16,7387	+	LTED_WT	15	3,68682	0,000332584	-2,71233	-9,6211	Q92485	SMPDL3B	Acid sphingomyelinase-like phosphodiesterase 3b
14,9011	14,5962	13,8798	12,0112	14,7102	15,0977	14,9859	14,8313	14,9459	14,843	14,8333	14,517	12,1382	12,8226	11,6816	+	LTED_WT	15	3,45896	0,000443243	2,57067	8,61605	Q92623	TTC9	Tetratricopeptide repeat protein 9A
18,0268	17,4138	17,4127	17,684	17,7878	17,9631	18,1101	17,7057	17,2828	17,0217	17,0206	16,8545	14,5176	14,7499	13,9959	+	LTED_WT	15	4,19562	0,000325323	2,62376	12,2658	Q93084	ATP2A3	Sarcoplasmic/endoplasmic reticulum calcium ATPase 3
12,2663	12,5861	12,5203	10,8161	11,6844	11,8896	11,087	11,0832	12,4177	11,8976	12,2046	12,1271	14,0545	14,7865	14,3886	+	LTED_WT	15	3,83248	0,000270408	-2,24813	-10,3183	Q969S2	NEIL2	Endonuclease 8-like 2
18,622	18,6774	18,6326	18,7957	18,8573	18,8306	18,7438	18,6981	18,4323	18,6815	18,5225	18,4536	16,4813	16,0452	16,475	+	LTED_WT	15	4,74187	0	2,18863	15,8625	Q96AY3	FKBP10	Peptidyl-prolyl cis-trans isomerase FKBP10
14,3499	14,5862	14,6015	14,4645	13,9705	14,1776	14,0679	14,1654	15,0239	15,0007	15,0711	15,2483	13,2389	12,5372	12,7999	+	LTED_WT	15	4,17198	0,00031769	2,22732	12,1292	Q96DA2	RAB39B	Ras-related protein Rab-39B
14,9113	15,791	15,4654	16,1907	13,7137	13,918	13,3063	12,8253	12,8349	12,9265	12,7047	12,7325	11,3131	9,31548	8,24833	+	LTED_WT	15	2,07538	0,00534448	3,17401	4,21021	Q96DX5	ASB9	Ankyrin repeat and SOCS box protein 9
11,1675	10,7719	11,352	NaN	10,1804	10,7197	9,86686	10,8664	13,2145	13,2291	12,9309	13,0748	10,4526	9,82326	10,7846	+	LTED_WT	14	3,9741	0,00030814	2,75886	11,0406	Q96GN5	CDCA7L	Cell division cycle-associated 7-like protein
13,411	13,6861	13,1641	11,4425	12,5121	12,7539	13,6068	12,5305	15,1906	15,0992	14,9761	15,0611	12,6139	11,6635	13,0497	+	LTED_WT	15	3,20815	0,000670141	2,63938	7,61889	Q9BPU6	DPYSL5	Dihydropyrimidinase-related protein 5
19,3681	18,7039	18,7747	18,3379	19,8157	20,176	20,2438	19,6885	18,2316	17,7272	18,0653	18,007	14,0963	13,9804	14,216	+	LTED_WT	15	6,01137	0	3,91023	28,6287	Q9BS40	LXN	Latexin
16,4382	16,375	15,954	16,4644	15,8329	16,0028	16,3316	15,8225	18,602	16,7755	16,6514	16,9614	20,4151	20,0222	20,2041	+	LTED_WT	15	2,53661	0,00220952	-2,96625	-5,41508	Q9BUP0	EFHD1	EF-hand domain-containing protein D1
14,3377	14,7812	14,5196	14,8358	13,9875	14,0393	14,1042	13,8389	14,9472	14,7811	14,2467	14,5207	16,5133	17,064	16,7942	+	LTED_WT	15	3,68888	0,000288939	-2,16656	-9,63064	Q9C0C4	SEMA4C	Semaphorin-4C
10,4895	12,0455	10,5674	NaN	10,2164	11,3484	9,19072	9,97469	10,2641	9,69736	9,0755	10,6406	12,0721	11,9181	11,8355	+	LTED_WT	14	2,36915	0,00299268	-2,02251	-4,95292	Q9H939	PSTPIP2	Proline-serine-threonine phosphatase-interacting protein 2
14,7933	14,7667	14,1555	NaN	12,415	13,8263	13,0302	14,2616	13,7527	13,2463	13,3155	13,3128	16,5193	17,0854	16,1006	+	LTED_WT	14	4,05444	0,000333333	-3,16158	-11,471	Q9HAV0	GNB4	Guanine nucleotide-binding protein subunit beta-4
13,9161	13,5567	13,7792	12,5441	12,0338	12,4491	12,0584	12,0803	11,9434	11,9448	12,0606	12,0537	15,1943	15,4697	15,4848	+	LTED_WT	15	6,64982	0	-3,38232	-38,4589	Q9HCU4	CELSR2	Cadherin EGF LAG seven-pass G-type receptor 2
NaN	9,40565	10,1941	10,4048	11,2009	12,0685	12,4722	11,8929	10,9308	8,72197	10,1946	9,11645	12,9172	13,0046	12,4098	+	LTED_WT	14	2,35916	0,00311054	-3,03626	-4,92629	Q9HCY8	S100A14	Protein S100-A14
14,7525	14,7407	14,8654	14,6283	14,1595	14,2152	14,0974	14,2886	14,5582	14,5518	14,4727	14,6134	12,3301	12,2709	12,6135	+	LTED_WT	15	5,50166	0	2,14418	22,6037	Q9HD40	SEPSECS	O-phosphoseryl-tRNA(Sec) selenium transferase
15,7229	16,4251	16,2578	15,4774	13,5013	13,5078	12,0025	13,6645	13,7676	14,603	14,675	14,638	11,9519	12,7324	12,5345	+	LTED_WT	15	2,80218	0,00147831	2,01466	6,2143	Q9HDC5	JPH1	Junctophilin-1
17,0742	17,5095	16,8386	16,8567	17,0197	17,45	16,8757	17,1234	18,4394	18,5063	18,534	18,5173	15,5707	15,4138	15,3798	+	LTED_WT	15	7,43958	0	3,04453	55,3698	Q9NQX4	MYO5C	Unconventional myosin-Vc
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11,5027	11,7024	11,0415	11,7473	14,0688	14,0311	13,9616	+	LTED_WT	7	4,33285	0,000112069	-2,52203	-13,088	Q9NRG1	PRTFDC1	Phosphoribosyltransferase domain-containing protein 1
18,8116	18,853	18,838	18,8737	18,5168	18,741	18,647	18,6669	19,8522	19,499	19,5167	19,6639	17,133	17,0981	17,3665	+	LTED_WT	15	5,27138	0	2,43374	20,3092	Q9NYL9	TMOD3	Tropomodulin-3
14,3923	14,7071	14,5333	14,4268	14,1598	14,6171	14,0492	14,363	16,2315	15,6155	15,6168	15,7324	11,4315	12,3669	11,9069	+	LTED_WT	15	4,42631	0,0001247	3,89728	13,6777	Q9NZR1	TMOD2	Tropomodulin-2
15,6318	15,3815	15,1257	15,6174	18,3141	18,3659	18,6547	18,1369	17,9173	17,3774	17,0916	16,9646	14,7367	14,4619	14,4852	+	LTED_WT	15	3,89663	0,000288435	2,77645	10,6399	Q9NZU5	LMCD1	LIM and cysteine-rich domains protein 1
11,9411	11,6415	11,9082	NaN	10,9315	11,0563	11,2897	11,3259	11,8444	10,1335	11,7474	11,3888	14,2619	14,8062	14,0056	+	LTED_WT	14	2,76001	0,00147864	-3,07942	-6,08154	Q9P273	TENM3	Teneurin-3
12,461	12,8989	13,2098	11,0322	12,3143	12,8255	12,1417	12,3278	15,049	14,9245	14,7768	14,9487	10,5653	11,7243	11,3549	+	LTED_WT	15	4,25823	0,000245545	3,7099	12,6347	Q9P2C4	TMEM181	Transmembrane protein 181
11,6644	12,0269	12,0317	11,8304	11,9669	12,5643	12,0191	12,3155	13,5042	13,0178	12,499	12,6405	11,6449	10,4875	10,4776	+	LTED_WT	15	2,34109	0,00318814	2,04541	4,87838	Q9P2F8	SIPA1L2	Signal-induced proliferation-associated 1-like protein 2
12,5599	11,8001	12,3862	11,6976	12,5903	NaN	12,6111	12,9219	12,7722	12,2078	NaN	12,505	16,3436	16,1396	16,5178	+	LTED_WT	13	4,3948	0,000120092	-3,83867	-19,5594	Q9UGT4	SUSD2	Sushi domain-containing protein 2
16,8207	16,6918	16,594	16,5481	16,9227	16,9673	16,3501	16,8591	16,3909	16,6931	16,5659	16,6201	13,1719	13,1834	10,3031	+	LTED_WT	15	2,53112	0,00220218	4,34803	5,39943	Q9UJC5	SH3BGRL2	SH3 domain-binding glutamic acid-rich-like protein 2
13,5408	14,0803	13,9402	11,6495	13,3384	13,6886	13,9692	13,5931	14,0164	14,6723	14,0573	14,1435	17,8931	17,8604	18,0393	+	LTED_WT	15	5,23187	0	-3,70859	-19,9392	Q9UJY1	HSPB8	Heat shock protein beta-8
15,5887	15,8257	15,8257	15,6425	15,4113	15,3548	15,4706	15,5761	17,0663	16,938	16,8744	16,9101	14,1981	14,2802	14,3454	+	LTED_WT	15	6,9344	0	2,67264	43,8589	Q9UPM8	AP4E1	AP-4 complex subunit epsilon-1
14,6091	14,5789	14,5288	14,7595	14,8274	14,8462	14,9354	14,7693	14,9817	14,5437	14,7793	14,6755	12,6891	12,5969	12,2132	+	LTED_WT	15	4,43096	0,000125301	2,24532	13,7077	Q9UPX8	SHANK2	SH3 and multiple ankyrin repeat domains protein 2
13,1079	12,5895	12,736	11,4889	13,3523	12,7403	12,8616	12,6218	12,7668	12,5503	NaN	12,1841	16,336	16,7933	16,0224	+	LTED_WT	14	3,79831	0,00026401	-3,88353	-13,8153	Q9Y2J8	PADI2	Protein-arginine deiminase type-2
18,3645	18,53	18,1849	18,2858	17,9652	17,9471	17,8831	17,9257	19,9025	19,6565	19,5382	19,5467	15,9505	15,9181	15,912	+	LTED_WT	15	6,56587	0	3,73411	36,9961	Q9Y4I1	MYO5A	Unconventional myosin-Va
